User_ID,Session_Date,Device_Type,Add_to_Cart,Proceed_to_Checkout,Complete_Purchase,Drop_Reason
7736,2024-11-12,Tablet,Yes,No,No,Forced Account Creation
7737,2024-11-22,Tablet,Yes,No,No,Forced Account Creation
7738,2024-11-09,Desktop,Yes,Yes,No,Forced Account Creation
7739,2024-11-25,Desktop,Yes,No,No,Forced Account Creation
7740,2024-11-18,Desktop,Yes,No,No,Limited Payment Options
7741,2024-11-12,Desktop,No,No,No,-
7742,2024-11-07,Tablet,No,No,No,-
7743,2024-11-30,Desktop,Yes,Yes,No,Limited Payment Options
7744,2024-11-13,Tablet,Yes,No,No,High Shipping Cost
7745,2024-11-20,Tablet,No,No,No,-
7746,2024-11-22,Desktop,Yes,Yes,Yes,-
7747,2024-11-22,Tablet,Yes,No,No,Limited Payment Options
7748,2024-11-02,Tablet,Yes,Yes,Yes,-
7749,2024-11-14,Desktop,No,No,No,-
7750,2024-11-28,Mobile,Yes,Yes,Yes,-
7751,2024-11-07,Tablet,No,No,No,-
7752,2024-11-13,Mobile,No,No,No,-
7753,2024-11-20,Mobile,No,No,No,-
7754,2024-11-09,Desktop,Yes,No,No,Forced Account Creation
7755,2024-11-06,Desktop,No,No,No,-
7756,2024-11-03,Mobile,Yes,No,No,Not Ready to Buy
7757,2024-11-05,Mobile,Yes,Yes,Yes,-
7758,2024-11-01,Mobile,Yes,Yes,No,Complex Checkout Process
7759,2024-11-12,Tablet,Yes,Yes,No,Limited Payment Options
7760,2024-11-04,Mobile,Yes,No,No,Not Ready to Buy
7761,2024-11-12,Tablet,Yes,Yes,Yes,-
7762,2024-11-11,Desktop,Yes,Yes,No,Limited Payment Options
7763,2024-11-06,Desktop,No,No,No,-
7764,2024-11-06,Tablet,Yes,No,No,Complex Checkout Process
7765,2024-11-26,Tablet,No,No,No,-
7766,2024-11-03,Desktop,No,No,No,-
7767,2024-11-24,Mobile,No,No,No,-
7768,2024-11-09,Tablet,Yes,Yes,No,Limited Payment Options
7769,2024-11-12,Tablet,Yes,No,No,Not Ready to Buy
7770,2024-11-05,Desktop,Yes,Yes,Yes,-
7771,2024-11-15,Desktop,Yes,Yes,Yes,-
7772,2024-11-13,Mobile,No,No,No,-
7773,2024-11-16,Desktop,Yes,No,No,Complex Checkout Process
7774,2024-11-21,Tablet,Yes,Yes,Yes,-
7775,2024-11-23,Desktop,Yes,Yes,No,Forced Account Creation
7776,2024-11-16,Desktop,Yes,No,No,Limited Payment Options
7777,2024-11-01,Tablet,Yes,No,No,High Shipping Cost
7778,2024-11-23,Tablet,Yes,No,No,High Shipping Cost
7779,2024-11-11,Tablet,No,No,No,-
7780,2024-11-12,Tablet,No,No,No,-
7781,2024-11-27,Desktop,Yes,No,No,Forced Account Creation
7782,2024-11-27,Desktop,No,No,No,-
7783,2024-11-26,Tablet,Yes,Yes,No,Not Ready to Buy
7784,2024-11-01,Mobile,Yes,Yes,Yes,-
7785,2024-11-13,Mobile,No,No,No,-
7786,2024-11-27,Mobile,Yes,No,No,Forced Account Creation
7787,2024-11-19,Desktop,Yes,Yes,Yes,-
7788,2024-11-23,Desktop,No,No,No,-
7789,2024-11-16,Tablet,No,No,No,-
7790,2024-11-09,Desktop,Yes,No,No,Complex Checkout Process
7791,2024-11-29,Desktop,No,No,No,-
7792,2024-11-08,Desktop,Yes,No,No,Limited Payment Options
7793,2024-11-07,Desktop,Yes,No,No,Forced Account Creation
7794,2024-11-25,Mobile,No,No,No,-
7795,2024-11-09,Tablet,Yes,Yes,Yes,-
7796,2024-11-07,Desktop,No,No,No,-
7797,2024-11-26,Tablet,No,No,No,-
7798,2024-11-10,Tablet,Yes,Yes,Yes,-
7799,2024-11-24,Mobile,No,No,No,-
7800,2024-11-27,Desktop,Yes,Yes,Yes,-
7801,2024-11-12,Desktop,Yes,No,No,Limited Payment Options
7802,2024-11-21,Tablet,No,No,No,-
7803,2024-11-30,Mobile,No,No,No,-
7804,2024-11-07,Tablet,Yes,Yes,Yes,-
7805,2024-11-16,Tablet,Yes,No,No,High Shipping Cost
7806,2024-11-19,Mobile,No,No,No,-
7807,2024-11-03,Mobile,Yes,No,No,Limited Payment Options
7808,2024-11-22,Mobile,Yes,No,No,Forced Account Creation
7809,2024-11-16,Tablet,Yes,Yes,No,Limited Payment Options
7810,2024-11-20,Desktop,Yes,Yes,Yes,-
7811,2024-11-05,Desktop,Yes,No,No,High Shipping Cost
7812,2024-11-08,Tablet,Yes,No,No,Not Ready to Buy
7813,2024-11-29,Mobile,No,No,No,-
7814,2024-11-07,Mobile,Yes,No,No,Complex Checkout Process
7815,2024-11-15,Mobile,No,No,No,-
7816,2024-11-11,Desktop,Yes,Yes,Yes,-
7817,2024-11-03,Mobile,Yes,No,No,Limited Payment Options
7818,2024-11-15,Tablet,No,No,No,-
7819,2024-11-16,Tablet,No,No,No,-
7820,2024-11-28,Mobile,Yes,No,No,Forced Account Creation
7821,2024-11-22,Mobile,Yes,No,No,High Shipping Cost
7822,2024-11-07,Mobile,No,No,No,-
7823,2024-11-13,Mobile,Yes,No,No,High Shipping Cost
7824,2024-11-05,Desktop,Yes,No,No,High Shipping Cost
7825,2024-11-21,Tablet,No,No,No,-
7826,2024-11-24,Tablet,Yes,Yes,Yes,-
7827,2024-11-01,Tablet,No,No,No,-
7828,2024-11-27,Mobile,Yes,No,No,Complex Checkout Process
7829,2024-11-03,Mobile,No,No,No,-
7830,2024-11-26,Desktop,Yes,Yes,Yes,-
7831,2024-11-14,Tablet,No,No,No,-
7832,2024-11-28,Mobile,No,No,No,-
7833,2024-11-02,Mobile,No,No,No,-
7834,2024-11-14,Tablet,Yes,Yes,No,High Shipping Cost
7835,2024-11-07,Tablet,No,No,No,-
7836,2024-11-02,Desktop,No,No,No,-
7837,2024-11-12,Mobile,Yes,No,No,Limited Payment Options
7838,2024-11-24,Tablet,Yes,No,No,High Shipping Cost
7839,2024-11-09,Tablet,Yes,Yes,No,Not Ready to Buy
7840,2024-11-13,Mobile,No,No,No,-
7841,2024-11-28,Desktop,Yes,Yes,Yes,-
7842,2024-11-01,Mobile,No,No,No,-
7843,2024-11-15,Mobile,Yes,No,No,Limited Payment Options
7844,2024-11-27,Tablet,Yes,No,No,Not Ready to Buy
7845,2024-11-27,Mobile,No,No,No,-
7846,2024-11-24,Tablet,No,No,No,-
7847,2024-11-15,Tablet,Yes,Yes,Yes,-
7848,2024-11-22,Tablet,Yes,Yes,Yes,-
7849,2024-11-05,Tablet,Yes,Yes,No,Limited Payment Options
7850,2024-11-09,Tablet,Yes,No,No,Limited Payment Options
7851,2024-11-24,Mobile,No,No,No,-
7852,2024-11-19,Desktop,No,No,No,-
7853,2024-11-24,Mobile,Yes,No,No,Limited Payment Options
7854,2024-11-06,Mobile,No,No,No,-
7855,2024-11-21,Mobile,No,No,No,-
7856,2024-11-30,Desktop,Yes,Yes,No,Complex Checkout Process
7857,2024-11-07,Tablet,No,No,No,-
7858,2024-11-20,Tablet,No,No,No,-
7859,2024-11-09,Tablet,Yes,Yes,Yes,-
7860,2024-11-10,Tablet,Yes,Yes,Yes,-
7861,2024-11-17,Desktop,Yes,No,No,Forced Account Creation
7862,2024-11-11,Desktop,Yes,No,No,Limited Payment Options
7863,2024-11-27,Desktop,Yes,No,No,Forced Account Creation
7864,2024-11-02,Mobile,Yes,No,No,Forced Account Creation
7865,2024-11-27,Tablet,No,No,No,-
7866,2024-11-29,Desktop,No,No,No,-
7867,2024-11-03,Tablet,No,No,No,-
7868,2024-11-18,Mobile,Yes,Yes,No,Complex Checkout Process
7869,2024-11-05,Desktop,Yes,Yes,Yes,-
7870,2024-11-18,Tablet,No,No,No,-
7871,2024-11-24,Mobile,Yes,No,No,High Shipping Cost
7872,2024-11-14,Tablet,No,No,No,-
7873,2024-11-17,Desktop,Yes,Yes,No,Complex Checkout Process
7874,2024-11-22,Desktop,Yes,No,No,Forced Account Creation
7875,2024-11-27,Tablet,Yes,No,No,Complex Checkout Process
7876,2024-11-11,Desktop,No,No,No,-
7877,2024-11-09,Desktop,Yes,No,No,Limited Payment Options
7878,2024-11-15,Tablet,Yes,No,No,Complex Checkout Process
7879,2024-11-10,Desktop,No,No,No,-
7880,2024-11-24,Mobile,No,No,No,-
7881,2024-11-22,Tablet,Yes,Yes,Yes,-
7882,2024-11-01,Tablet,No,No,No,-
7883,2024-11-19,Desktop,Yes,No,No,Limited Payment Options
7884,2024-11-01,Mobile,Yes,Yes,No,Complex Checkout Process
7885,2024-11-14,Tablet,No,No,No,-
7886,2024-11-04,Desktop,Yes,No,No,High Shipping Cost
7887,2024-11-06,Tablet,No,No,No,-
7888,2024-11-27,Desktop,No,No,No,-
7889,2024-11-08,Tablet,No,No,No,-
7890,2024-11-07,Desktop,No,No,No,-
7891,2024-11-17,Mobile,No,No,No,-
7892,2024-11-25,Desktop,Yes,No,No,Forced Account Creation
7893,2024-11-24,Tablet,No,No,No,-
7894,2024-11-05,Desktop,Yes,No,No,Complex Checkout Process
7895,2024-11-17,Mobile,No,No,No,-
7896,2024-11-08,Tablet,No,No,No,-
7897,2024-11-19,Tablet,No,No,No,-
7898,2024-11-24,Tablet,Yes,No,No,Not Ready to Buy
7899,2024-11-26,Tablet,No,No,No,-
7900,2024-11-01,Desktop,Yes,Yes,Yes,-
7901,2024-11-09,Tablet,Yes,No,No,Forced Account Creation
7902,2024-11-17,Mobile,Yes,No,No,Complex Checkout Process
7903,2024-11-22,Mobile,Yes,Yes,Yes,-
7904,2024-11-04,Desktop,No,No,No,-
7905,2024-11-10,Mobile,Yes,Yes,No,High Shipping Cost
7906,2024-11-18,Mobile,Yes,Yes,Yes,-
7907,2024-11-04,Mobile,No,No,No,-
7908,2024-11-23,Desktop,No,No,No,-
7909,2024-11-20,Tablet,Yes,No,No,High Shipping Cost
7910,2024-11-18,Mobile,No,No,No,-
7911,2024-11-21,Tablet,No,No,No,-
7912,2024-11-21,Tablet,Yes,Yes,Yes,-
7913,2024-11-14,Desktop,Yes,No,No,Complex Checkout Process
7914,2024-11-01,Tablet,Yes,No,No,Not Ready to Buy
7915,2024-11-04,Tablet,Yes,No,No,Complex Checkout Process
7916,2024-11-20,Tablet,No,No,No,-
7917,2024-11-02,Desktop,Yes,Yes,Yes,-
7918,2024-11-09,Tablet,Yes,Yes,No,Limited Payment Options
7919,2024-11-21,Tablet,Yes,Yes,No,Not Ready to Buy
7920,2024-11-07,Desktop,No,No,No,-
7921,2024-11-08,Tablet,Yes,No,No,Complex Checkout Process
7922,2024-11-19,Mobile,No,No,No,-
7923,2024-11-19,Mobile,No,No,No,-
7924,2024-11-07,Tablet,No,No,No,-
7925,2024-11-29,Desktop,No,No,No,-
7926,2024-11-22,Tablet,Yes,Yes,No,Limited Payment Options
7927,2024-11-27,Tablet,Yes,No,No,High Shipping Cost
7928,2024-11-13,Mobile,No,No,No,-
7929,2024-11-21,Mobile,Yes,Yes,Yes,-
7930,2024-11-09,Tablet,Yes,Yes,Yes,-
7931,2024-11-21,Tablet,Yes,Yes,No,Forced Account Creation
7932,2024-11-02,Desktop,No,No,No,-
7933,2024-11-02,Desktop,Yes,Yes,Yes,-
7934,2024-11-28,Desktop,No,No,No,-
7935,2024-11-06,Tablet,No,No,No,-
7936,2024-11-30,Desktop,No,No,No,-
7937,2024-11-25,Desktop,No,No,No,-
7938,2024-11-25,Tablet,Yes,No,No,Complex Checkout Process
7939,2024-11-16,Mobile,Yes,No,No,Limited Payment Options
7940,2024-11-08,Desktop,No,No,No,-
7941,2024-11-02,Tablet,No,No,No,-
7942,2024-11-02,Desktop,Yes,No,No,Forced Account Creation
7943,2024-11-27,Desktop,Yes,Yes,Yes,-
7944,2024-11-29,Mobile,Yes,Yes,No,High Shipping Cost
7945,2024-11-07,Tablet,Yes,No,No,Not Ready to Buy
7946,2024-11-12,Mobile,Yes,Yes,Yes,-
7947,2024-11-12,Desktop,No,No,No,-
7948,2024-11-22,Mobile,Yes,No,No,High Shipping Cost
7949,2024-11-04,Tablet,No,No,No,-
7950,2024-11-11,Desktop,No,No,No,-
7951,2024-11-15,Tablet,Yes,No,No,Not Ready to Buy
7952,2024-11-05,Desktop,No,No,No,-
7953,2024-11-23,Tablet,Yes,Yes,No,Limited Payment Options
7954,2024-11-17,Tablet,Yes,Yes,No,Not Ready to Buy
7955,2024-11-23,Tablet,No,No,No,-
7956,2024-11-25,Mobile,Yes,Yes,Yes,-
7957,2024-11-24,Tablet,Yes,No,No,Not Ready to Buy
7958,2024-11-21,Desktop,Yes,Yes,No,High Shipping Cost
7959,2024-11-24,Desktop,Yes,No,No,Limited Payment Options
7960,2024-11-06,Tablet,Yes,Yes,No,High Shipping Cost
7961,2024-11-30,Mobile,No,No,No,-
7962,2024-11-22,Tablet,Yes,Yes,Yes,-
7963,2024-11-17,Desktop,Yes,Yes,Yes,-
7964,2024-11-25,Desktop,No,No,No,-
7965,2024-11-20,Mobile,No,No,No,-
7966,2024-11-17,Mobile,No,No,No,-
7967,2024-11-24,Desktop,Yes,Yes,No,Limited Payment Options
7968,2024-11-02,Tablet,Yes,Yes,No,Not Ready to Buy
7969,2024-11-05,Mobile,Yes,No,No,High Shipping Cost
7970,2024-11-19,Desktop,Yes,No,No,Complex Checkout Process
7971,2024-11-17,Mobile,No,No,No,-
7972,2024-11-29,Tablet,Yes,Yes,No,Limited Payment Options
7973,2024-11-17,Desktop,No,No,No,-
7974,2024-11-24,Mobile,No,No,No,-
7975,2024-11-11,Mobile,No,No,No,-
7976,2024-11-21,Desktop,Yes,No,No,Complex Checkout Process
7977,2024-11-18,Tablet,Yes,Yes,No,Forced Account Creation
7978,2024-11-27,Desktop,Yes,No,No,Not Ready to Buy
7979,2024-11-08,Mobile,Yes,Yes,Yes,-
7980,2024-11-18,Desktop,Yes,No,No,Not Ready to Buy
7981,2024-11-07,Desktop,Yes,No,No,Complex Checkout Process
7982,2024-11-11,Tablet,Yes,Yes,No,Complex Checkout Process
7983,2024-11-12,Mobile,No,No,No,-
7984,2024-11-05,Desktop,Yes,No,No,Forced Account Creation
7985,2024-11-08,Tablet,No,No,No,-
7986,2024-11-02,Tablet,Yes,No,No,High Shipping Cost
7987,2024-11-03,Desktop,Yes,No,No,High Shipping Cost
7988,2024-11-18,Tablet,Yes,No,No,Complex Checkout Process
7989,2024-11-30,Tablet,No,No,No,-
7990,2024-11-24,Mobile,No,No,No,-
7991,2024-11-21,Desktop,Yes,Yes,No,Limited Payment Options
7992,2024-11-30,Tablet,No,No,No,-
7993,2024-11-19,Mobile,No,No,No,-
7994,2024-11-20,Tablet,Yes,Yes,Yes,-
7995,2024-11-20,Tablet,No,No,No,-
7996,2024-11-08,Tablet,Yes,Yes,No,High Shipping Cost
7997,2024-11-14,Mobile,No,No,No,-
7998,2024-11-18,Tablet,Yes,Yes,Yes,-
7999,2024-11-23,Desktop,Yes,Yes,Yes,-
8000,2024-11-23,Desktop,Yes,No,No,Complex Checkout Process
8001,2024-11-22,Desktop,Yes,Yes,No,High Shipping Cost
8002,2024-11-22,Desktop,No,No,No,-
8003,2024-11-28,Tablet,No,No,No,-
8004,2024-11-16,Tablet,Yes,No,No,Complex Checkout Process
8005,2024-11-14,Mobile,Yes,Yes,No,Not Ready to Buy
8006,2024-11-29,Desktop,No,No,No,-
8007,2024-11-14,Mobile,No,No,No,-
8008,2024-11-13,Mobile,No,No,No,-
8009,2024-11-07,Desktop,No,No,No,-
8010,2024-11-21,Desktop,Yes,No,No,Limited Payment Options
8011,2024-11-25,Mobile,Yes,Yes,No,Not Ready to Buy
8012,2024-11-05,Tablet,Yes,Yes,No,Limited Payment Options
8013,2024-11-16,Desktop,Yes,Yes,Yes,-
8014,2024-11-25,Mobile,No,No,No,-
8015,2024-11-06,Mobile,Yes,No,No,High Shipping Cost
8016,2024-11-14,Desktop,Yes,No,No,Complex Checkout Process
8017,2024-11-06,Desktop,Yes,Yes,Yes,-
8018,2024-11-20,Desktop,No,No,No,-
8019,2024-11-30,Tablet,No,No,No,-
8020,2024-11-16,Tablet,Yes,No,No,Not Ready to Buy
8021,2024-11-28,Desktop,Yes,Yes,Yes,-
8022,2024-11-11,Mobile,No,No,No,-
8023,2024-11-14,Mobile,No,No,No,-
8024,2024-11-02,Desktop,Yes,No,No,Forced Account Creation
8025,2024-11-01,Tablet,Yes,No,No,Forced Account Creation
8026,2024-11-26,Tablet,Yes,No,No,Limited Payment Options
8027,2024-11-10,Desktop,No,No,No,-
8028,2024-11-17,Desktop,Yes,No,No,Limited Payment Options
8029,2024-11-27,Desktop,Yes,No,No,High Shipping Cost
8030,2024-11-18,Mobile,No,No,No,-
8031,2024-11-26,Mobile,No,No,No,-
8032,2024-11-06,Mobile,No,No,No,-
8033,2024-11-13,Tablet,No,No,No,-
8034,2024-11-27,Mobile,Yes,No,No,Complex Checkout Process
8035,2024-11-26,Mobile,No,No,No,-
8036,2024-11-05,Mobile,Yes,No,No,Complex Checkout Process
8037,2024-11-27,Tablet,Yes,No,No,Limited Payment Options
8038,2024-11-11,Mobile,No,No,No,-
8039,2024-11-13,Desktop,No,No,No,-
8040,2024-11-27,Desktop,No,No,No,-
8041,2024-11-22,Mobile,No,No,No,-
8042,2024-11-17,Mobile,Yes,No,No,Not Ready to Buy
8043,2024-11-15,Mobile,Yes,Yes,Yes,-
8044,2024-11-16,Mobile,No,No,No,-
8045,2024-11-21,Desktop,Yes,Yes,No,High Shipping Cost
8046,2024-11-15,Mobile,No,No,No,-
8047,2024-11-26,Mobile,Yes,No,No,High Shipping Cost
8048,2024-11-14,Tablet,Yes,No,No,Complex Checkout Process
8049,2024-11-21,Desktop,No,No,No,-
8050,2024-11-16,Tablet,Yes,Yes,Yes,-
8051,2024-11-20,Mobile,Yes,No,No,Forced Account Creation
8052,2024-11-13,Desktop,Yes,No,No,Limited Payment Options
8053,2024-11-12,Desktop,Yes,No,No,High Shipping Cost
8054,2024-11-09,Mobile,No,No,No,-
8055,2024-11-23,Mobile,No,No,No,-
8056,2024-11-03,Mobile,Yes,Yes,No,Limited Payment Options
8057,2024-11-06,Mobile,Yes,No,No,Limited Payment Options
8058,2024-11-27,Tablet,Yes,No,No,High Shipping Cost
8059,2024-11-29,Mobile,No,No,No,-
8060,2024-11-23,Mobile,No,No,No,-
8061,2024-11-29,Desktop,No,No,No,-
8062,2024-11-09,Mobile,No,No,No,-
8063,2024-11-21,Mobile,Yes,No,No,High Shipping Cost
8064,2024-11-08,Tablet,No,No,No,-
8065,2024-11-04,Mobile,No,No,No,-
8066,2024-11-29,Desktop,Yes,No,No,Complex Checkout Process
8067,2024-11-02,Mobile,No,No,No,-
8068,2024-11-09,Desktop,No,No,No,-
8069,2024-11-22,Tablet,Yes,No,No,Limited Payment Options
8070,2024-11-14,Desktop,Yes,No,No,Complex Checkout Process
8071,2024-11-24,Mobile,No,No,No,-
8072,2024-11-24,Mobile,Yes,Yes,No,Not Ready to Buy
8073,2024-11-26,Desktop,Yes,No,No,Not Ready to Buy
8074,2024-11-14,Tablet,Yes,Yes,No,Limited Payment Options
8075,2024-11-07,Tablet,Yes,Yes,No,High Shipping Cost
8076,2024-11-01,Mobile,Yes,No,No,Complex Checkout Process
8077,2024-11-29,Tablet,Yes,Yes,No,Forced Account Creation
8078,2024-11-17,Mobile,No,No,No,-
8079,2024-11-03,Desktop,Yes,Yes,Yes,-
8080,2024-11-13,Desktop,Yes,No,No,Not Ready to Buy
8081,2024-11-03,Mobile,Yes,Yes,No,Forced Account Creation
8082,2024-11-16,Mobile,Yes,Yes,No,Limited Payment Options
8083,2024-11-26,Desktop,Yes,Yes,No,High Shipping Cost
8084,2024-11-25,Desktop,No,No,No,-
8085,2024-11-15,Tablet,No,No,No,-
8086,2024-11-22,Desktop,Yes,Yes,Yes,-
8087,2024-11-22,Tablet,Yes,No,No,Not Ready to Buy
8088,2024-11-01,Desktop,No,No,No,-
8089,2024-11-22,Mobile,Yes,No,No,High Shipping Cost
8090,2024-11-20,Mobile,Yes,Yes,Yes,-
8091,2024-11-27,Mobile,Yes,No,No,Limited Payment Options
8092,2024-11-26,Desktop,No,No,No,-
8093,2024-11-10,Desktop,Yes,Yes,No,Complex Checkout Process
8094,2024-11-08,Tablet,No,No,No,-
8095,2024-11-10,Tablet,No,No,No,-
8096,2024-11-20,Desktop,Yes,No,No,Limited Payment Options
8097,2024-11-13,Tablet,No,No,No,-
8098,2024-11-29,Desktop,Yes,No,No,Complex Checkout Process
8099,2024-11-20,Tablet,Yes,No,No,Forced Account Creation
8100,2024-11-27,Tablet,Yes,Yes,No,Forced Account Creation
8101,2024-11-18,Tablet,Yes,No,No,Complex Checkout Process
8102,2024-11-15,Desktop,No,No,No,-
8103,2024-11-04,Mobile,Yes,No,No,High Shipping Cost
8104,2024-11-27,Desktop,Yes,Yes,Yes,-
8105,2024-11-29,Desktop,Yes,Yes,No,Limited Payment Options
8106,2024-11-07,Desktop,Yes,Yes,Yes,-
8107,2024-11-13,Desktop,No,No,No,-
8108,2024-11-21,Desktop,Yes,No,No,Not Ready to Buy
8109,2024-11-30,Mobile,No,No,No,-
8110,2024-11-10,Mobile,Yes,Yes,Yes,-
8111,2024-11-04,Desktop,Yes,No,No,Forced Account Creation
8112,2024-11-05,Tablet,Yes,Yes,No,Forced Account Creation
8113,2024-11-23,Desktop,No,No,No,-
8114,2024-11-19,Mobile,Yes,Yes,No,Complex Checkout Process
8115,2024-11-14,Tablet,Yes,Yes,Yes,-
8116,2024-11-27,Tablet,Yes,Yes,No,Limited Payment Options
8117,2024-11-12,Desktop,No,No,No,-
8118,2024-11-10,Mobile,No,No,No,-
8119,2024-11-11,Tablet,No,No,No,-
8120,2024-11-15,Desktop,Yes,Yes,No,Complex Checkout Process
8121,2024-11-10,Tablet,Yes,Yes,No,High Shipping Cost
8122,2024-11-07,Tablet,Yes,No,No,Forced Account Creation
8123,2024-11-08,Tablet,Yes,Yes,Yes,-
8124,2024-11-10,Desktop,Yes,No,No,Forced Account Creation
8125,2024-11-30,Desktop,Yes,Yes,No,Forced Account Creation
8126,2024-11-29,Desktop,No,No,No,-
8127,2024-11-15,Tablet,Yes,No,No,Limited Payment Options
8128,2024-11-20,Tablet,Yes,Yes,No,Not Ready to Buy
8129,2024-11-05,Tablet,No,No,No,-
8130,2024-11-09,Mobile,Yes,Yes,No,Limited Payment Options
8131,2024-11-23,Desktop,Yes,Yes,Yes,-
8132,2024-11-06,Tablet,Yes,Yes,Yes,-
8133,2024-11-23,Desktop,No,No,No,-
8134,2024-11-30,Desktop,Yes,No,No,Forced Account Creation
8135,2024-11-08,Mobile,Yes,Yes,Yes,-
8136,2024-11-12,Tablet,Yes,Yes,No,Not Ready to Buy
8137,2024-11-27,Tablet,Yes,Yes,Yes,-
8138,2024-11-16,Desktop,No,No,No,-
8139,2024-11-07,Desktop,Yes,Yes,No,Limited Payment Options
8140,2024-11-07,Desktop,No,No,No,-
8141,2024-11-30,Mobile,Yes,No,No,Not Ready to Buy
8142,2024-11-26,Mobile,No,No,No,-
8143,2024-11-02,Mobile,No,No,No,-
8144,2024-11-06,Desktop,Yes,No,No,Limited Payment Options
8145,2024-11-05,Tablet,No,No,No,-
8146,2024-11-22,Mobile,No,No,No,-
8147,2024-11-23,Tablet,Yes,No,No,Complex Checkout Process
8148,2024-11-12,Mobile,No,No,No,-
8149,2024-11-07,Mobile,No,No,No,-
8150,2024-11-16,Tablet,Yes,No,No,Forced Account Creation
8151,2024-11-16,Mobile,Yes,Yes,No,Limited Payment Options
8152,2024-11-17,Mobile,Yes,Yes,No,Not Ready to Buy
8153,2024-11-27,Tablet,Yes,No,No,Forced Account Creation
8154,2024-11-16,Desktop,Yes,Yes,No,Forced Account Creation
8155,2024-11-23,Mobile,Yes,No,No,Complex Checkout Process
8156,2024-11-07,Desktop,Yes,Yes,No,High Shipping Cost
8157,2024-11-16,Mobile,Yes,Yes,Yes,-
8158,2024-11-25,Tablet,Yes,No,No,Limited Payment Options
8159,2024-11-06,Desktop,Yes,Yes,No,Limited Payment Options
8160,2024-11-03,Desktop,Yes,No,No,High Shipping Cost
8161,2024-11-25,Desktop,Yes,Yes,Yes,-
8162,2024-11-28,Mobile,No,No,No,-
8163,2024-11-07,Tablet,Yes,No,No,Complex Checkout Process
8164,2024-11-23,Tablet,No,No,No,-
8165,2024-11-04,Mobile,Yes,No,No,Complex Checkout Process
8166,2024-11-23,Mobile,No,No,No,-
8167,2024-11-18,Mobile,No,No,No,-
8168,2024-11-26,Mobile,Yes,Yes,No,Forced Account Creation
8169,2024-11-25,Tablet,Yes,Yes,Yes,-
8170,2024-11-17,Tablet,Yes,No,No,Forced Account Creation
8171,2024-11-25,Tablet,Yes,Yes,No,Forced Account Creation
8172,2024-11-20,Tablet,Yes,No,No,High Shipping Cost
8173,2024-11-06,Desktop,Yes,Yes,Yes,-
8174,2024-11-06,Tablet,No,No,No,-
8175,2024-11-04,Tablet,Yes,No,No,Forced Account Creation
8176,2024-11-21,Mobile,No,No,No,-
8177,2024-11-19,Desktop,Yes,Yes,No,Complex Checkout Process
8178,2024-11-16,Desktop,Yes,No,No,Complex Checkout Process
8179,2024-11-12,Tablet,Yes,Yes,No,Forced Account Creation
8180,2024-11-27,Desktop,Yes,No,No,Not Ready to Buy
8181,2024-11-28,Tablet,No,No,No,-
8182,2024-11-27,Tablet,No,No,No,-
8183,2024-11-13,Mobile,Yes,Yes,No,High Shipping Cost
8184,2024-11-03,Desktop,Yes,Yes,No,Forced Account Creation
8185,2024-11-11,Tablet,Yes,Yes,No,Complex Checkout Process
8186,2024-11-11,Tablet,Yes,Yes,No,High Shipping Cost
8187,2024-11-02,Desktop,Yes,Yes,No,Complex Checkout Process
8188,2024-11-21,Tablet,Yes,No,No,Forced Account Creation
8189,2024-11-22,Tablet,No,No,No,-
8190,2024-11-23,Mobile,Yes,No,No,Complex Checkout Process
8191,2024-11-08,Tablet,Yes,Yes,No,High Shipping Cost
8192,2024-11-29,Tablet,No,No,No,-
8193,2024-11-10,Mobile,No,No,No,-
8194,2024-11-28,Mobile,Yes,No,No,Forced Account Creation
8195,2024-11-07,Tablet,Yes,Yes,Yes,-
8196,2024-11-20,Mobile,Yes,No,No,Complex Checkout Process
8197,2024-11-11,Desktop,No,No,No,-
8198,2024-11-13,Tablet,Yes,No,No,High Shipping Cost
8199,2024-11-26,Tablet,Yes,Yes,No,Forced Account Creation
8200,2024-11-09,Mobile,No,No,No,-
8201,2024-11-14,Mobile,Yes,No,No,Complex Checkout Process
8202,2024-11-19,Tablet,Yes,Yes,No,Complex Checkout Process
8203,2024-11-22,Tablet,No,No,No,-
8204,2024-11-06,Mobile,Yes,Yes,No,Not Ready to Buy
8205,2024-11-29,Tablet,No,No,No,-
8206,2024-11-22,Mobile,Yes,No,No,Not Ready to Buy
8207,2024-11-24,Tablet,Yes,Yes,Yes,-
8208,2024-11-02,Mobile,Yes,No,No,Limited Payment Options
8209,2024-11-12,Tablet,Yes,No,No,High Shipping Cost
8210,2024-11-22,Mobile,Yes,Yes,No,Limited Payment Options
8211,2024-11-17,Mobile,Yes,No,No,Limited Payment Options
8212,2024-11-05,Desktop,No,No,No,-
8213,2024-11-28,Desktop,Yes,No,No,Limited Payment Options
8214,2024-11-11,Desktop,Yes,Yes,No,Forced Account Creation
8215,2024-11-06,Desktop,Yes,Yes,Yes,-
8216,2024-11-30,Tablet,Yes,No,No,High Shipping Cost
8217,2024-11-13,Desktop,Yes,Yes,Yes,-
8218,2024-11-16,Mobile,No,No,No,-
8219,2024-11-08,Desktop,No,No,No,-
8220,2024-11-17,Desktop,No,No,No,-
8221,2024-11-25,Tablet,Yes,No,No,High Shipping Cost
8222,2024-11-10,Desktop,Yes,Yes,Yes,-
8223,2024-11-29,Tablet,Yes,Yes,Yes,-
